id,source,left_context,mention,right_context,nil_type
6220,train,"ate University. Series XXVII Globalistics and Geopolitics), Filosofiya i kul'tura (Philosophy and Culture), Polygnozis (Polygnosis), Prostranstvo i",vremya,"(Space and Time), Evolutsiya (Evolution), Kaspyiskyi region (Caspian Region), Credo, Journal of Globalization Studies, Dialogue (Bulgaria), O",Non-Entity Phrase
6223,train,s and symposia on various topics and issues in photography.==Quotes by Bullock==*I didn't want to tell the tree or weed what it was. I wanted it to,tell me something,and through me express its meaning in nature. *Light to me is perhaps the most profound truth in the universe. My thinking has bee,Non-Entity Phrase
6224,train,r . When Sookie turns around she sees a long horned being with a human body and razor sharp claws running after her as Sookie tries to get away the,half human,with claws jumps on Sookies back and claws her . Bill hears Sookies screams and goes running to see what has happened . He sees when he a,Non-Entity Phrase
6226,train,"2 * Harlan Carson is a doctor in the Hilltop Colony who has treated Maggie, checking out on her baby, making sure everything's okay. When Maggie is",stressed out,"about delivering a baby, Doctor Harlan Carson assures her that her baby will be the third baby he's delivered on the Hilltop. Harlan ha",Non-Entity Phrase
6231,train,"t was included in the Nintendo Action Set, a launch bundle released in October 1985 that contained the NES console, the NES Zapper, and two games鈥?,duck hunt, and Super Mario Bros.鈥攁s a multicart. The Zapper was also available for purchase separately.The North American version of the NES Za,,Waterfowl hunting,Waterfowl hunting (also called wildfowling or waterfowl shooting in the UK) is the practice of hunting ducks",geese,"or other waterfowl for food and sport.""",Non-Entity Phrase
6233,train,"Showdown: The Six Million Dollar Man and the Bionic Woman, (1989) introduced Sandra Bullock as paraplegic Kate Mason who becomes a next-generation",bionic woman,"and Sommers again helps train the neophyte cyborg.In the final reunion film, Bionic Ever After? (1994), a computer virus corrupts Jaime",Non-Entity Phrase
6234,train,"elections, the ultra-right wing of the Bolivian military began to intimate that it would never stand for the installation in the Palacio Quemado of",the extremist,"Siles and Paz Zamora. In April, the small rented plane in which Paz Zamora and a delegation of UDP politicians were traveling crashed",Non-Entity Phrase
6241,train,"2005), for which she recorded a cover of These Boots Are Made for Walkin' for the film's soundtrack. In 2006, she released her fifth studio album",a public affair,and appeared in the romantic comedy film Employee of the Month. With the release of her sixth studio album Do You Know (20,Missing Entity
6250,train,"h last in that race. Before the Tour, Schönbacher was promised by his sponsor that he would receive extra money if he finished in last place. After",the last stage,"of the Tour, his team leader Patrick Lefevre told Schönbacher that he would not get the money, and after a heated discussion, Schönba",Non-Entity Phrase
6251,train,"ws that they were classed as isoteleis (), i.e. foreigners who paid only the same tax as citizens, being exempt from the special tax (μετοίκιον) on",resident aliens,". Polemarchus occupied a house in Athens itself, Lysias another in the Piraeus, near which was their shield factory, employing a hund",Non-Entity Phrase
6254,train,"ge into Italians in Turin at the Italy vs England match in 1980. As a result of which, at least one member of the Rammy Arms Crew would later adorn",the jacket,"cover of one of the first hooligan books, ââHooligans Abroad ââ?by John Williams.In the late 1970s as Punk rock became popular in the UK,",Non-Entity Phrase
6257,train,"e scale of many of these pieces is monumental, as she received many architectural commissions during this period===Themes===Formal contrasts are at",the core,"of Kobayashi's work; the relationship of horizontal to vertical, of soft to solid straight to curved and ying to yang.. For Kobayashi, the",Non-Entity Phrase
6258,train,"l's England Is Mine. The remaining eighty-plus minutes of this muted, sometimes arresting drama concern a young man trying to find it in himself to",sulk,better. Jamie Neish wrote in CineVue: Due to rights issues none of Morrissey's music is used. England Is Mine works far better as an evolution,Non-Entity Phrase
6259,train,ated area of 640 acres). Both of those reasons diminish the wilderness experience of solitude in a remote natural setting.The Devils Garden remains,undeclared,as a wilderness area but also remains on a list of BLM Wilderness Study Areas compiled in December 2010.== See also ==Major sections of t,Non-Entity Phrase
6260,train,"der the lights, with a crowd of almost 1000 watching. This game was played so that coaches all over Kansas and Nebraska could see if they wanted to",try this,new game of six-man. The two teams playing in the game were the combined team from Hardy-Chester ( Hard-Chests ) and a combined team from B,Non-Entity Phrase
6261,train,ogeltjesdans (#3) *2017: Vannacht met StukTV==DVDs==*2003: Wolter Kroes Live in concert in de Heineken Music Hall *2005: Live in Ahoy *2006: Uit en,thuis,- Documentary film about Wolter Kroes==References====External links==*,Non-Entity Phrase
6265,train,"receptor on erythroid progenitor cells, stimulating RBC production and differentiation.==Safety advisories in anemic cancer patients==Amgen sent a",dear doctor,"letter in January, 2007, that highlighted results from a recent anemia of cancer trial, and warned doctors to consider use in that off-l",Non-Entity Phrase
6266,train,on of such estate in lande and goods whereof I am seized estated and possessed to the pleasure of Almighty God I ordayne constitute and I make this,my last,"will and Testament hereby renouncing and declaring all former Wills by mee made to bee voide and of noe force, I imprimis I give and bequeat",Non-Entity Phrase
6269,train,"tricts of the Bahamas, on the island of Eleuthera.The district had a population of 4,955 in 2010. - Bahamas Department of Statistics Tarpum Bay and",rock sound,are the largest settlements.,Missing Entity
6274,train,"We never thought that tinkle had a double meaning until Jay went home and his first wife said, 'Are you out of your mind? Do you know what the word",tinkle,is?' The word is slang for urination.This song's inspiration has conflicting reports. Several periodicals and interviews cite the writer Jay,Non-Entity Phrase
6275,train,"f the system [...] This unidentified object 鈥?is it a report or a novel? 鈥?has a choral nature that links it to epic, in this case an epic that has",no heroes,"but is capable to embrace a whole world. as part of a turbulent, heterogeneous stream in Italian writing called the New Italian Epic, whos",Non-Entity Phrase
6277,train,t there. So we didn't really dial it back too much.==Recording==Perfect World was first written and recorded well into the recording sessions for,after the disco,", borrowing elements from the title track, After the Disco , a track which they had finished working on by the time Perfect World h",Non-Entity Phrase
6282,train,//www.yarennoka.com 銈勩倢銈撱伄銇嬶紒澶ф櫐鏃ワ紒锛掞紣锛愶紬 Supported by M-1 GLOBAL [12鏈?1鏃?鏈? 銇曘亜銇熴伨銈广兗銉戙兗銈€儶銉笺儕&amp;#93;] Choi opened the fight landing on top of Fedor during a,takedown,"attempt, after which the Russian attempted an armbar from the bottom to no avail. The sequence repeated itself, only the second time Fedor",Non-Entity Phrase
6283,train,Watching You * 10. Summertime * 11. Evil * 12. Hip Hop Harmonica * 13. Muzical Madness== 1992 ===== Various Artist - Deep Cover Soundtrack ===* 01.,deep cover,(Dr. Dre &amp; Snoop Dogg) * 02. Love or Lust (Jewell)=== Dr. Dre - The Chronic ===* 01. The Chronic (Intro) (featuring Snoop Dogg) * 02.,Missing Entity
6284,train,"a fusconigra Berland, 1922 鈥?Kenya * Castianeira gaucha Mello-Leit茫o, 1943 鈥?Brazil * Castianeira gertschi Kaston, 1945 鈥?USA, Canada * Castianeira",guapa,"Reiskind, 1969 鈥?Panama * Castianeira himalayensis Gravely, 1931 鈥?India * Castianeira hongkong Song, Zhu &amp; Wu, 1997 鈥?China * Castianeira",Non-Entity Phrase
